"date","bus","rail_boardings","total_rides"
2025-07-31,"567,414","542,673","1,110,087"
2025-08-01,"579,918","531,060","1,110,978"
2025-08-02,"440,679","454,540","895,219"
2025-08-03,"347,538","369,850","717,388"
2025-08-04,"549,549","435,744","985,293"
2025-08-05,"585,862","472,919","1,058,781"
2025-08-06,"585,476","470,977","1,056,453"
2025-08-07,"580,914","454,251","1,035,165"
2025-08-08,"548,414","417,744","966,158"
2025-08-09,"425,825","341,354","767,179"
2025-08-10,"338,295","274,110","612,405"
2025-08-11,"532,546","388,290","920,836"
2025-08-12,"526,488","417,628","944,116"
2025-08-13,"592,948","445,008","1,037,956"
2025-08-14,"584,878","442,877","1,027,755"
2025-08-15,"559,089","451,082","1,010,171"
2025-08-16,"413,454","376,304","789,758"
2025-08-17,"344,058","310,718","654,776"
2025-08-18,"524,954","401,101","926,055"
2025-08-19,"610,398","471,272","1,081,670"
2025-08-20,"630,143","472,073","1,102,216"
2025-08-21,"628,924","481,244","1,110,168"
2025-08-22,"596,734","415,337","1,012,071"
2025-08-23,"427,579","332,193","759,772"
2025-08-24,"335,939","264,740","600,679"
2025-08-25,"609,351","406,937","1,016,288"
2025-08-26,"645,971","465,834","1,111,805"
2025-08-27,"653,421","473,422","1,126,843"
2025-08-28,"642,222","520,735","1,162,957"
2025-08-29,"630,115","476,265","1,106,380"
2025-08-30,"432,214","391,010","823,224"
2025-08-31,"360,093","343,458","703,551"
2025-09-01,"344,866","293,766","638,632"
2025-09-02,"650,054","470,795","1,120,849"
2025-09-03,"658,938","472,114","1,131,052"
2025-09-04,"665,448","474,384","1,139,832"
2025-09-05,"629,854","458,538","1,088,392"
2025-09-06,"419,986","375,070","795,056"
2025-09-07,"333,061","293,278","626,339"
2025-09-08,"617,419","429,504","1,046,923"
2025-09-09,"651,576","473,953","1,125,529"
2025-09-10,"657,858","484,323","1,142,181"
2025-09-11,"648,548","489,005","1,137,553"
2025-09-12,"620,797","451,758","1,072,555"
2025-09-13,"387,975","325,790","713,765"
2025-09-14,"331,118","270,547","601,665"
2025-09-15,"616,320","435,277","1,051,597"
2025-09-16,"651,990","484,965","1,136,955"
2025-09-17,"662,489","489,466","1,151,955"
2025-09-18,"658,272","500,862","1,159,134"
2025-09-19,"622,912","473,083","1,095,995"
2025-09-20,"414,969","354,575","769,544"
2025-09-21,"331,250","284,243","615,493"
2025-09-22,"613,704","432,361","1,046,065"
2025-09-23,"634,442","487,614","1,122,056"
2025-09-24,"660,516","501,545","1,162,061"
2025-09-25,"654,827","519,555","1,174,382"
2025-09-26,"580,438","452,496","1,032,934"
2025-09-27,"426,711","359,880","786,591"
2025-09-28,"328,502","273,175","601,677"
2025-09-29,"600,769","423,348","1,024,117"
2025-09-30,"645,289","497,543","1,142,832"
2025-10-01,"673,048","503,729","1,176,777"
2025-10-02,"647,059","493,521","1,140,580"
2025-10-03,"628,219","428,582","1,056,801"
2025-10-04,"426,695","330,780","757,475"
2025-10-05,"330,030","256,462","586,492"
2025-10-06,"599,924","413,206","1,013,130"
2025-10-07,"620,211","459,544","1,079,755"
2025-10-08,"659,843","508,974","1,168,817"
2025-10-09,"656,173","529,239","1,185,412"
2025-10-10,"619,786","477,092","1,096,878"
2025-10-11,"422,782","403,058","825,840"
2025-10-12,"283,480","542,446","825,926"
2025-10-13,"487,268","405,396","892,664"
2025-10-14,"650,249","487,076","1,137,325"
2025-10-15,"628,961","476,877","1,105,838"
2025-10-16,"649,973","492,753","1,142,726"
2025-10-17,"604,836","439,123","1,043,959"
2025-10-18,"381,265","446,627","827,892"
2025-10-19,"307,844","247,440","555,284"
2025-10-20,"601,831","422,565","1,024,396"
2025-10-21,"615,975","466,037","1,082,012"
2025-10-22,"618,604","463,852","1,082,456"
2025-10-23,"623,695","474,742","1,098,437"
2025-10-24,"586,550","415,854","1,002,404"
2025-10-25,"399,015","284,862","683,877"
2025-10-26,"322,688","217,607","540,295"
2025-10-27,"550,654","396,777","947,431"
2025-10-28,"638,531","464,085","1,102,616"
2025-10-29,"645,197","467,094","1,112,291"
2025-10-30,"645,207","476,146","1,121,353"
2025-10-31,"601,396","432,500","1,033,896"
2025-11-01,"390,311","320,419","710,730"
2025-11-02,"307,391","255,086","562,477"
2025-11-03,"611,374","409,741","1,021,115"
2025-11-04,"633,899","454,710","1,088,609"
2025-11-05,"634,148","456,081","1,090,229"
2025-11-06,"625,599","460,723","1,086,322"
2025-11-07,"600,327","420,110","1,020,437"
2025-11-08,"377,571","298,153","675,724"
2025-11-09,"275,389","215,220","490,609"
2025-11-10,"504,454","368,436","872,890"
2025-11-11,"490,521","387,713","878,234"
2025-11-12,"627,176","463,700","1,090,876"
2025-11-13,"627,045","466,346","1,093,391"
2025-11-14,"593,553","416,539","1,010,092"
2025-11-15,"410,263","347,052","757,315"
2025-11-16,"305,961","228,440","534,401"
2025-11-17,"585,326","406,383","991,709"
2025-11-18,"602,876","454,166","1,057,042"
2025-11-19,"634,281","458,463","1,092,744"
2025-11-20,"628,172","457,368","1,085,540"
2025-11-21,"592,327","457,006","1,049,333"
2025-11-22,"380,023","356,463","736,486"
2025-11-23,"311,954","241,793","553,747"
2025-11-24,"522,561","373,147","895,708"
2025-11-25,"527,126","378,692","905,818"
2025-11-26,"438,551","301,379","739,930"
2025-11-27,"181,164","128,476","309,640"
2025-11-28,"347,522","242,928","590,450"
2025-11-29,"249,450","206,685","456,135"
2025-11-30,"247,697","185,249","432,946"
